Timestamp,ECG,GSR,Gas,Pulse_IR,Temp_Max,Label
36500,2953,29296,153,101616,35.00,-7.25,-4.97
36541,3038,29296,153,101787,35.00,-7.26,-4.96
36563,2972,29296,151,101843,35.00,-7.23,-4.96
36585,3567,29296,183,101910,35.00,-7.23,-4.94
36607,3304,29296,189,101964,35.00,-7.21,-4.93
36629,2766,29296,201,102020,35.00,-7.25,-4.94
36651,2583,29296,203,102081,35.00,-7.24,-4.93
36673,2719,29296,206,102142,35.00,-7.25,-4.95
36695,2887,29296,205,102183,35.00,-7.19,-4.93
36717,2996,29296,202,102200,35.00,-7.23,-4.93
36739,2823,29296,181,102039,35.00,-7.27,-4.94
36781,2537,29296,168,100868,35.00,-7.26,-4.96
36803,2231,29296,154,100657,35.00,-7.21,-4.91
36825,2264,29296,171,100534,35.00,-7.26,-4.99
36847,1785,29296,169,100471,35.00,-7.25,-4.91
36869,1653,29296,180,100409,35.00,-7.26,-4.92
36891,1511,29296,181,100395,35.00,-7.23,-4.94
36913,1597,29296,182,100417,35.00,-7.27,-4.94
36935,1678,29296,181,100508,35.00,-7.27,-4.91
36957,1670,29296,163,100648,35.00,-7.24,-4.94
36979,1803,30064,153,100764,35.00,-7.27,-4.95
37558,1931,29296,147,100834,35.34,-7.26,-4.91
37589,1765,29296,139,100468,35.00,-7.24,-4.96
37611,1453,29296,151,100410,35.00,-7.25,-4.94
37633,1642,29296,154,100424,35.00,-7.24,-4.96
37655,1939,29296,168,100473,35.00,-7.27,-4.91
37677,2015,29296,157,100608,35.00,-7.26,-4.95
37699,2121,30064,151,100746,35.00,-7.21,-4.95
37721,2475,30064,143,100845,35.00,-7.14,-4.90
37743,2121,30064,137,100918,35.00,-7.20,-4.84
37784,1979,30064,127,101071,35.00,-7.24,-4.94
37806,2351,30064,143,101138,35.00,-7.22,-4.96
37828,2227,30064,155,101211,35.00,-7.23,-4.94
37850,2079,30064,168,101284,35.00,-7.26,-4.90
37872,2156,30064,184,101370,35.00,-7.27,-4.91
37894,2267,30064,189,101441,35.00,-7.24,-4.94
37916,2396,30064,189,101535,35.00,-7.22,-4.90
37938,2535,30064,188,101603,35.00,-7.26,-4.96
37960,2675,30064,199,101679,35.00,-7.22,-4.95
37982,2807,30064,181,101754,35.00,-7.22,-4.91
38025,2937,30064,189,101904,35.00,-7.24,-4.96
38047,2943,30064,205,101950,35.00,-7.23,-4.95
38069,2943,30064,231,102010,35.00,-7.26,-4.94
38091,2231,30064,189,102062,35.00,-7.26,-4.92
38113,1867,30064,183,102129,35.00,-7.24,-4.91
38135,1871,30064,189,102190,35.00,-7.23,-4.94
38157,1843,30064,187,102247,35.00,-7.24,-4.94
38179,1749,30064,167,102271,35.00,-7.29,-4.99
