Timestamp,ECG,GSR,Gas,Pulse_IR,Temp_Max,Label
29705,0,63736,167,99888,35.00,-8.58,-4.20
29727,0,63736,167,99980,35.00,-8.36,-4.15
29769,0,63736,170,100254,35.00,-8.63,-4.08
29791,0,63736,174,100245,35.00,-8.75,-4.14
29813,0,63736,173,100064,35.00,-8.69,-4.08
29835,2311,63736,221,99775,35.00,-8.67,-4.00
29857,1571,63736,173,99462,35.00,-8.75,-4.17
29879,1251,63736,169,99169,35.00,-8.71,-4.01
29901,0,63736,151,98906,35.00,-8.84,-4.00
29923,0,63736,163,98701,35.00,-8.64,-4.02
29945,0,63736,157,98521,35.00,-8.57,-4.03
29967,0,63352,165,98373,35.00,-8.59,-4.10
29989,0,63352,169,98275,35.00,-8.57,-4.06
30030,0,63352,169,98262,35.00,-8.40,-4.06
30052,0,63352,171,98398,35.00,-8.56,-4.06
30074,0,63352,167,98542,35.00,-8.71,-4.08
30096,1241,62840,199,98682,35.00,-8.59,-4.07
30118,3161,62840,201,98800,35.00,-8.56,-4.11
30140,4095,62840,190,98886,35.00,-8.54,-4.13
30162,4095,62840,187,98984,35.00,-8.63,-4.11
30184,4095,62840,180,99054,35.00,-8.68,-4.21
30206,4095,62840,198,99136,35.00,-8.62,-4.08
30228,4095,62840,198,99208,35.00,-8.47,-4.10
30271,4095,62840,213,99380,35.00,-8.48,-4.17
30293,4095,62840,209,99436,35.00,-8.63,-4.20
30315,4095,63352,201,99480,35.00,-8.74,-4.15
30337,773,63352,151,99514,35.00,-8.88,-3.96
30359,0,63352,142,99554,35.00,-8.82,-3.83
30381,2267,63352,187,99610,35.00,-8.94,-3.84
30403,4095,63352,187,99661,35.00,-8.82,-3.85
30425,4095,63736,185,99718,35.00,-8.85,-3.80
30447,4095,63736,199,99784,35.00,-8.95,-3.94
30469,4095,63352,213,99862,35.00,-8.88,-4.07
30511,4087,63352,213,100094,35.00,-8.67,-3.98
30533,2835,63352,183,100147,35.00,-8.67,-4.00
30555,4095,63352,205,100101,35.00,-8.65,-3.89
30577,4095,63352,201,99926,35.00,-8.75,-3.82
30599,2473,63352,169,99690,35.00,-8.71,-3.82
30621,3064,63352,185,99443,35.00,-8.68,-3.90
30643,2065,63352,155,99223,35.00,-8.71,-3.94
30665,1319,63352,154,99039,35.00,-8.70,-3.98
30687,605,63352,155,98878,35.00,-8.65,-3.98
30709,0,63352,156,98746,35.00,-8.78,-3.89
30731,0,63352,163,98653,35.00,-8.93,-3.96
30772,0,63352,160,98574,35.00,-8.92,-3.94
30794,1356,62840,179,98647,35.00,-8.85,-3.98
30816,1388,63352,164,98748,35.00,-8.78,-4.07
30838,4095,63352,220,98856,35.00,-8.75,-4.12
30860,4095,62840,207,98958,35.00,-8.85,-4.07
30882,0,62840,136,99037,35.00,-8.68,-4.06
30904,0,62840,159,99134,35.00,-8.68,-4.09
30926,595,62840,181,99209,35.00,-8.60,-4.05
30948,939,62840,197,99300,35.00,-8.46,-4.04
30970,0,62840,181,99393,35.00,-8.87,-4.07
31547,0,62840,187,99672,36.75,-8.71,-4.09
31577,4095,63352,217,99486,35.00,-8.62,-3.41
31599,4095,63352,187,99529,35.00,-8.73,-3.79
31621,4095,62840,191,99581,35.00,-8.98,-4.06
31643,4095,62840,204,99612,35.00,-9.13,-4.10
31665,4095,62840,206,99621,35.00,-8.63,-3.93
31687,4095,62840,203,99653,35.00,-8.57,-3.77
