Timestamp,ECG,GSR,Gas,Pulse_IR,Temp_Max,Label
996624,885,0,165,135310,35.00,-6.22,-6.56
996665,1383,0,169,135364,35.00,-6.26,-6.59
996687,1619,0,173,135401,35.00,-6.20,-6.58
996709,2310,0,189,135389,35.00,-6.21,-6.62
996731,2723,0,189,135301,35.00,-6.26,-6.60
996753,2939,0,197,135336,35.00,-6.24,-6.56
996775,2723,0,198,135284,35.00,-6.21,-6.57
996797,2137,0,187,135240,35.00,-6.20,-6.61
996819,1355,0,167,135200,35.00,-6.22,-6.57
996841,1021,0,167,135206,35.00,-6.21,-6.59
996863,853,0,154,135183,35.00,-6.22,-6.63
996905,1105,0,163,135194,35.00,-6.25,-6.60
996927,1679,0,165,135243,35.00,-6.24,-6.58
996949,2219,0,189,135339,35.00,-6.25,-6.60
996971,2623,0,201,135383,35.00,-6.27,-6.59
996993,2760,0,205,135449,35.00,-6.22,-6.62
997385,2665,0,206,135527,33.70,-6.25,-6.61
997426,1834,0,175,135799,35.00,-6.23,-6.57
997448,2093,0,179,135792,35.00,-6.22,-6.58
997470,2521,0,185,135792,35.00,-6.21,-6.59
997492,2809,0,203,135807,35.00,-6.19,-6.58
997514,2775,0,202,135761,35.00,-6.24,-6.55
997536,2211,0,197,135752,35.00,-6.21,-6.58
997558,1715,0,183,135658,35.00,-6.23,-6.61
997580,1179,0,167,135626,35.00,-6.21,-6.59
997602,731,0,167,135625,35.00,-6.22,-6.53
997624,1109,0,169,135662,35.00,-6.21,-6.62
997646,1335,0,153,135660,35.00,-6.26,-6.61
997687,2027,0,181,135680,35.00,-6.21,-6.61
997709,2341,0,189,135765,35.00,-6.24,-6.56
997731,2840,0,196,135666,35.00,-6.24,-6.59
997753,2745,0,199,135591,35.00,-6.20,-6.62
997775,2567,0,201,135630,35.00,-6.23,-6.61
997797,1943,0,183,135648,35.00,-6.22,-6.60
997819,1327,0,179,135686,35.00,-6.19,-6.60
997841,1035,0,163,135659,35.00,-6.23,-6.62
997863,979,0,155,135700,35.00,-6.19,-6.59
997885,1341,0,157,135645,35.00,-6.21,-6.61
997928,1755,0,169,135701,35.00,-6.25,-6.61
997950,2667,0,199,135829,35.00,-6.27,-6.60
997972,2842,0,199,135914,35.00,-6.20,-6.53
997994,2677,0,197,135755,35.00,-6.25,-6.61
998401,2267,0,203,135695,34.24,-6.20,-6.59
998429,1013,0,163,136127,35.00,-6.22,-6.60
998451,2749,0,202,136106,35.00,-6.28,-6.59
998473,2813,0,204,136001,35.00,-6.22,-6.59
998495,2526,0,204,135902,35.00,-6.21,-6.57
998517,1910,0,181,135930,35.00,-6.21,-6.55
998539,1321,0,171,135891,35.00,-6.24,-6.59
998561,927,0,157,135906,35.00,-6.28,-6.58
998583,1065,0,160,135974,35.00,-6.24,-6.59
998605,1294,0,159,136062,35.00,-6.20,-6.60
998627,1948,0,172,136064,35.00,-6.22,-6.60
998669,2506,0,187,135624,35.00,-6.22,-6.64
998691,2911,0,185,135614,35.00,-6.24,-6.57
998713,2811,0,189,135607,35.00,-6.24,-6.59
998735,2415,0,199,135623,35.00,-6.24,-6.58
998757,1797,0,182,135587,35.00,-6.24,-6.58
998779,1271,0,171,135570,35.00,-6.25,-6.57
998801,927,0,163,135511,35.00,-6.21,-6.56
998823,990,0,165,135474,35.00,-6.26,-6.65
998845,1377,0,164,135391,35.00,-6.25,-6.58
998867,1951,0,171,135390,35.00,-6.23,-6.59
998889,2385,0,185,135495,35.00,-6.21,-6.60
998930,2693,0,197,135598,35.00,-6.23,-6.60
998952,2835,0,199,135686,35.00,-6.19,-6.62
998974,2515,0,205,135613,35.00,-6.22,-6.55
998996,2129,0,187,135597,35.00,-6.21,-6.56
999417,1493,0,179,135644,33.81,-6.21,-6.57
999451,1245,0,169,136090,35.00,-6.26,-6.59
999473,2851,0,187,136092,35.00,-6.25,-6.59
999495,2445,0,197,136064,35.00,-6.20,-6.57
999517,1723,0,184,136042,35.00,-6.24,-6.58
999539,1102,0,179,136047,35.00,-6.21,-6.62
999561,840,0,165,136067,35.00,-6.22,-6.58
999583,957,0,157,136139,35.00,-6.17,-6.60
999605,1390,0,169,136239,35.00,-6.24,-6.58
999627,1997,0,183,136317,35.00,-6.22,-6.59
999649,2507,0,191,136358,35.00,-6.21,-6.59
999692,2814,0,201,136329,35.00,-6.25,-6.56
999714,2569,0,203,136305,35.00,-6.25,-6.60
999736,2043,0,201,136319,35.00,-6.21,-6.57
999758,1429,0,180,136342,35.00,-6.19,-6.61
999780,1013,0,169,136287,35.00,-6.20,-6.54
999802,967,0,156,136322,35.00,-6.23,-6.58
999824,1293,0,165,136411,35.00,-6.21,-6.56
999846,1813,0,173,136395,35.00,-6.22,-6.56
999868,2309,0,186,136324,35.00,-6.22,-6.56
999890,2663,0,191,136326,35.00,-6.26,-6.60
999932,2795,0,211,136363,35.00,-6.22,-6.61
999954,2440,0,199,136277,35.00,-6.20,-6.61
999976,1889,0,189,136225,35.00,-6.22,-6.58
999998,1316,0,173,136146,35.00,-6.20,-6.57
1000020,975,0,169,136100,35.00,-6.20,-6.60
1000042,1073,0,169,136065,35.00,-6.22,-6.58
1000064,1397,0,162,135973,35.00,-6.19,-6.59
1000086,1875,0,175,135939,35.00,-6.24,-6.56
1000108,2333,0,175,135897,35.00,-6.18,-6.53
1000130,2729,0,188,135920,35.00,-6.19,-6.59
1000152,2763,0,205,135931,35.00,-6.23,-6.56
1000193,2460,0,211,135892,35.00,-6.22,-6.59
1000215,2275,0,206,135936,35.00,-6.23,-6.59
1000237,1627,0,184,135992,35.00,-6.23,-6.59
1000259,1252,0,172,135992,35.00,-6.25,-6.59
1000281,1065,0,153,135989,35.00,-6.18,-6.57
1000303,1277,0,159,136024,35.00,-6.21,-6.61
1000325,1643,0,165,136076,35.00,-6.21,-6.62
1000347,2184,0,171,136080,35.00,-6.22,-6.57
1000369,2575,0,183,135965,35.00,-6.20,-6.59
1000391,2771,0,187,135930,35.00,-6.19,-6.58
1000433,2603,0,197,135830,35.00,-6.21,-6.56
1000455,2309,0,189,135867,35.00,-6.25,-6.56
1000477,1595,0,185,135832,35.00,-6.20,-6.63
1000499,1133,0,175,135654,35.00,-6.20,-6.57
1000521,1021,0,160,135637,35.00,-6.20,-6.55
1000543,1139,0,159,135630,35.00,-6.25,-6.61
1000565,1417,0,174,135626,35.00,-6.19,-6.62
1000587,1769,0,198,135713,35.00,-6.22,-6.59
1000609,2287,0,214,135708,35.00,-6.24,-6.56
1000631,2763,0,219,135632,35.00,-6.22,-6.53
1000653,2579,0,212,135652,35.00,-6.18,-6.59
1000694,2223,0,212,135633,35.00,-6.19,-6.57
1000716,1915,0,181,135608,35.00,-6.21,-6.58
1000738,1215,0,163,135625,35.00,-6.19,-6.58
1000760,906,0,161,135496,35.00,-6.18,-6.58
1000782,1092,0,160,135449,35.00,-6.21,-6.60
1000804,1691,0,181,135539,35.00,-6.27,-6.66
1000826,1847,0,169,135431,35.00,-6.18,-6.61
1000848,1715,0,175,135295,35.00,-6.26,-6.58
1000870,1611,0,187,135249,35.00,-6.20,-6.59
1000892,1963,0,199,135115,35.00,-6.22,-6.64
1000935,1877,0,199,134809,35.00,-6.15,-6.53
1000957,1403,0,188,134742,35.00,-6.17,-6.60
1000979,1236,0,181,134630,35.00,-6.19,-6.68
1001703,573,0,192,134752,34.77,-6.21,-6.58
1001736,969,0,316,141491,35.00,-6.28,-6.53
1001758,0,0,337,141613,35.00,-6.14,-6.57
1001780,0,0,357,141663,35.00,-6.21,-6.53
1001802,0,0,295,141709,35.00,-6.22,-6.57
1001824,0,0,153,141657,35.00,-6.21,-6.51
1001846,295,0,61,141713,35.00,-6.27,-6.54
1001868,2215,0,28,141629,35.00,-6.24,-6.59
1001890,4095,0,27,141670,35.00,-6.16,-6.57
1001912,4095,0,22,141663,35.00,-6.22,-6.60
1001934,4095,0,25,141762,35.00,-6.22,-6.58
1001956,4095,0,25,141983,35.00,-6.27,-6.56
1001997,4095,0,28,142133,35.00,-6.25,-6.51
1002720,4095,0,76,142177,34.35,-6.24,-6.63
1002759,0,0,203,141586,35.00,-6.26,-6.55
1002781,0,0,187,141607,35.00,-6.23,-6.52
1002803,77,0,191,141643,35.00,-6.26,-6.55
1002825,659,0,201,141590,35.00,-6.23,-6.57
1002847,1349,0,217,141543,35.00,-6.22,-6.54
1002869,2329,0,234,141541,35.00,-6.26,-6.56
1002891,3101,0,233,141491,35.00,-6.25,-6.58
1002913,3543,0,235,141503,35.00,-6.28,-6.55
1002935,4095,0,217,141583,35.00,-6.28,-6.64
1002957,3275,0,211,141570,35.00,-6.29,-6.66
1002999,4095,0,217,141686,35.00,-6.22,-6.53
1003021,4095,0,125,141777,35.00,-6.17,-6.55
1003043,4095,0,85,141940,35.00,-6.16,-6.50
1003065,4095,0,53,141937,35.00,-6.19,-6.55
1003087,4095,0,31,141927,35.00,-6.25,-6.54
1003109,4095,0,31,141978,35.00,-6.15,-6.54
1003131,4095,0,47,142054,35.00,-6.15,-6.50
1003153,4095,0,44,142235,35.00,-6.23,-6.58
1003175,3914,0,47,142301,35.00,-6.21,-6.58
1003197,0,0,51,142306,35.00,-6.20,-6.59
1003240,0,0,88,142205,35.00,-6.24,-6.56
1003262,0,0,301,142198,35.00,-6.22,-6.59
1003284,0,0,345,142274,35.00,-6.24,-6.60
1003306,0,0,427,142251,35.00,-6.23,-6.57
1003328,0,0,497,142166,35.00,-6.22,-6.54
1003350,0,0,479,142222,35.00,-6.23,-6.56
1003372,0,0,419,142269,35.00,-6.19,-6.56
1003394,0,0,365,142326,35.00,-6.24,-6.55
1003416,0,0,345,142424,35.00,-6.21,-6.54
1003438,186,0,329,142454,35.00,-6.28,-6.61
1003480,0,0,299,142517,35.00,-6.25,-6.55
1003502,1351,0,296,142643,35.00,-6.23,-6.57
1003524,1851,0,279,142797,35.00,-6.24,-6.56
1003546,2701,0,275,142791,35.00,-6.15,-6.60
1003568,4095,0,285,142774,35.00,-6.20,-6.49
1003590,4095,0,286,142789,35.00,-6.21,-6.59
1003612,4094,0,309,142912,35.00,-6.20,-6.57
1003634,4057,0,315,142810,35.00,-6.24,-6.58
1003656,3676,0,296,142808,35.00,-6.25,-6.60
1003678,2921,0,280,142746,35.00,-6.22,-6.53
1003721,2707,0,251,142100,35.00,-6.26,-6.59
1003743,2876,0,233,142033,35.00,-6.24,-6.64
1003765,3235,0,239,141976,35.00,-6.26,-6.61
1003787,3947,0,239,141871,35.00,-6.24,-6.58
1003809,4095,0,236,141794,35.00,-6.22,-6.59
1003831,4095,0,236,141622,35.00,-6.24,-6.62
1003853,4095,0,221,141439,35.00,-6.25,-6.56
1003875,3799,0,225,141481,35.00,-6.22,-6.55
1003897,3103,0,200,141497,35.00,-6.22,-6.59
1003919,2517,0,181,141497,35.00,-6.22,-6.55
1003961,2163,0,171,141719,35.00,-6.20,-6.58
1003983,1791,0,180,141838,35.00,-6.25,-6.56
1004505,2173,0,189,142014,33.79,-6.25,-6.63
1004542,2076,0,185,142344,35.00,-6.26,-6.62
1004564,1294,0,175,142379,35.00,-6.25,-6.57
1004586,1711,0,188,142355,35.00,-6.22,-6.54
1004608,2233,0,197,142409,35.00,-6.25,-6.59
1004630,2429,0,199,142344,35.00,-6.24,-6.58
1004652,2531,0,205,142402,35.00,-6.26,-6.57
1004674,2174,0,203,142506,35.00,-6.26,-6.52
1004696,1735,0,175,142482,35.00,-6.17,-6.56
1004718,1172,0,169,142102,35.00,-6.19,-6.57
1004740,1055,0,168,141801,35.00,-6.26,-6.55
1004762,1300,0,161,141806,35.00,-6.24,-6.57
1004803,1743,0,163,142270,35.00,-6.25,-6.60
1004825,1768,0,176,142288,35.00,-6.23,-6.57
1004847,2171,0,175,142328,35.00,-6.18,-6.61
1004869,2535,0,189,142315,35.00,-6.23,-6.59
1004891,4095,0,135,142260,35.00,-6.25,-6.58
1004913,2619,0,133,142293,35.00,-6.25,-6.54
1004935,1687,0,143,142279,35.00,-6.27,-6.57
1004957,1331,0,147,142291,35.00,-6.23,-6.56
1004979,1288,0,143,142367,35.00,-6.25,-6.58
1005514,1451,0,153,142392,33.71,-6.25,-6.60
1005545,1839,0,197,141479,35.00,-6.20,-6.59
1005567,2407,0,189,141458,35.00,-6.21,-6.58
1005589,2775,0,202,141347,35.00,-6.23,-6.58
1005611,2913,0,205,141263,35.00,-6.24,-6.57
1005633,2671,0,200,141275,35.00,-6.21,-6.54
1005655,2105,0,187,141279,35.00,-6.21,-6.54
1005677,1631,0,179,141281,35.00,-6.25,-6.58
1005699,1358,0,167,141230,35.00,-6.20,-6.61
1005721,1577,0,168,141208,35.00,-6.20,-6.58
1005743,1844,0,159,141252,35.00,-6.27,-6.62
1005785,2053,0,169,141357,35.00,-6.21,-6.58
1005807,2036,0,203,141340,35.00,-6.27,-6.53
1005829,2473,0,213,141339,35.00,-6.23,-6.60
1005851,3128,0,206,141307,35.00,-6.20,-6.56
1005873,2789,0,189,141318,35.00,-6.21,-6.54
1005895,1831,0,175,141445,35.00,-6.25,-6.57
1005917,1243,0,173,141571,35.00,-6.23,-6.61
1005939,1043,0,165,141588,35.00,-6.27,-6.54
1005961,983,0,165,141578,35.00,-6.21,-6.60
1005983,1134,0,175,141608,35.00,-6.24,-6.56
1006530,1640,0,189,141637,34.16,-6.24,-6.59
1006567,2597,0,191,142025,35.00,-6.23,-6.60
1006589,2584,0,195,142094,35.00,-6.21,-6.56
1006611,2463,0,207,142167,35.00,-6.22,-6.56
1006633,2137,0,205,142211,35.00,-6.25,-6.58
1006655,1485,0,188,142270,35.00,-6.22,-6.57
1006677,1099,0,179,142347,35.00,-6.23,-6.58
1006699,853,0,166,142382,35.00,-6.27,-6.56
1006721,1085,0,173,142392,35.00,-6.21,-6.57
1006743,1555,0,185,142402,35.00,-6.26,-6.58
1006765,2035,0,185,142148,35.00,-6.19,-6.57
1006807,2059,0,183,142572,35.00,-6.15,-6.55
1006829,2822,0,211,142757,35.00,-6.27,-6.56
1006851,2835,0,220,142493,35.00,-6.22,-6.53
1006873,2423,0,205,142477,35.00,-6.20,-6.56
1006895,1807,0,189,142434,35.00,-6.22,-6.53
1006917,1320,0,175,142368,35.00,-6.24,-6.52
1006939,1082,0,169,142298,35.00,-6.25,-6.53
1006961,1181,0,165,142250,35.00,-6.23,-6.62
1006983,1555,0,169,142246,35.00,-6.24,-6.58
1007546,2056,0,183,142246,34.08,-6.19,-6.54
1007576,2605,0,205,142209,35.00,-6.23,-6.53
1007598,1161,0,171,142191,35.00,-6.23,-6.59
1007620,1102,0,175,142139,35.00,-6.27,-6.59
1007642,1326,0,169,142228,35.00,-6.21,-6.57
1007664,1819,0,175,142177,35.00,-6.25,-6.58
1007686,2313,0,173,142136,35.00,-6.19,-6.53
1007708,2782,0,187,142153,35.00,-6.25,-6.58
1007749,2921,0,189,142205,35.00,-6.23,-6.60
1007771,2551,0,191,142232,35.00,-6.23,-6.56
1007793,2215,0,197,142229,35.00,-6.20,-6.55
1007815,1495,0,169,142239,35.00,-6.26,-6.60
1007837,843,0,155,142275,35.00,-6.24,-6.53
1007859,127,0,135,142438,35.00,-6.23,-6.52
1007881,0,0,100,142542,35.00,-6.17,-6.48
1007903,111,0,183,142560,35.00,-6.22,-6.51
1007925,149,0,237,142520,35.00,-6.25,-6.57
1007947,1855,0,333,142244,35.00,-6.26,-6.63
1007969,4038,0,365,142010,35.00,-6.25,-6.58
1008562,4095,0,325,142073,34.05,-6.21,-6.55
1008592,1604,0,203,141694,35.00,-6.24,-6.53
1008614,1801,0,211,141882,35.00,-6.23,-6.57
1008636,1485,0,189,142028,35.00,-6.22,-6.59
1008658,1274,0,174,141840,35.00,-6.21,-6.59
1008680,1245,0,189,141685,35.00,-6.23,-6.56
1008702,1343,0,211,141725,35.00,-6.24,-6.62
1008724,1708,0,215,141959,35.00,-6.20,-6.58
1008746,2414,0,229,142125,35.00,-6.25,-6.63
1008768,2983,0,252,141946,35.00,-6.26,-6.59
1008790,2879,0,267,141961,35.00,-6.18,-6.53
1008832,2279,0,249,141895,35.00,-6.22,-6.50
1008854,1755,0,227,141876,35.00,-6.13,-6.33
1008876,1339,0,203,141976,35.00,-6.19,-6.39
1008898,1293,0,199,142003,35.00,-6.16,-6.48
1008920,1549,0,200,142051,35.00,-6.26,-6.58
1008942,1214,0,187,142142,35.00,-6.28,-6.56
1008964,1301,0,184,142114,35.00,-6.24,-6.65
1008986,2478,0,189,142219,35.00,-6.21,-6.62
1009578,2573,0,187,142138,33.82,-6.28,-6.56
1009614,1203,0,170,141987,35.00,-6.25,-6.60
1009636,485,0,143,142055,35.00,-6.24,-6.65
1009658,1315,0,155,142010,35.00,-6.27,-6.59
1009680,1299,0,188,141951,35.00,-6.21,-6.57
1009702,344,0,341,141900,35.00,-6.22,-6.57
1009724,927,0,361,141902,35.00,-6.22,-6.68
1009746,1303,0,317,141977,35.00,-6.27,-6.51
1009768,2276,0,415,141903,35.00,-6.21,-6.54
1009790,1635,0,405,142015,35.00,-6.17,-6.60
1009812,2071,0,211,142037,35.00,-6.23,-6.57
1009854,2407,0,147,141903,35.00,-6.24,-6.60
1009876,2373,0,117,141961,35.00,-6.24,-6.56
1009898,1405,0,108,142055,35.00,-6.23,-6.52
1009920,1656,0,127,142188,35.00,-6.27,-6.55
1009942,2189,0,148,142192,35.00,-6.22,-6.50
1009964,2787,0,166,142167,35.00,-6.24,-6.50
1009986,4095,0,203,142176,35.00,-6.24,-6.51
1010348,4095,0,201,142213,33.85,-6.22,-6.48
1010376,3483,0,46,142939,35.00,-6.21,-6.55
1010398,2771,0,57,143032,35.00,-6.24,-6.56
1010420,3588,0,136,143051,35.00,-6.25,-6.62
1010442,2965,0,181,143096,35.00,-6.25,-6.57
1010464,2876,0,236,143143,35.00,-6.22,-6.57
1010486,2829,0,281,143183,35.00,-6.29,-6.61
1010508,3128,0,315,143268,35.00,-6.27,-6.50
1010530,2398,0,303,143329,35.00,-6.23,-6.59
1010552,1390,0,267,143425,35.00,-6.21,-6.56
1010574,186,0,191,143710,35.00,-6.20,-6.51
1010616,0,0,141,144303,35.00,-6.23,-6.58
1010638,0,0,99,144432,35.00,-6.26,-6.62
1010660,0,0,93,144449,35.00,-6.26,-6.55
1010682,365,0,105,144445,35.00,-6.22,-6.57
1010704,1319,0,133,144336,35.00,-6.26,-6.57
1010726,2264,0,157,144273,35.00,-6.25,-6.57
1010748,3027,0,189,144286,35.00,-6.26,-6.56
1010770,3119,0,203,144308,35.00,-6.24,-6.57
1010792,2191,0,187,144170,35.00,-6.19,-6.56
1010814,1005,0,171,144025,35.00,-6.25,-6.54
1010857,277,0,165,144106,35.00,-6.25,-6.52
1010879,47,0,152,144159,35.00,-6.24,-6.53
1010901,437,0,150,144417,35.00,-6.25,-6.56
1010923,1673,0,186,144453,35.00,-6.24,-6.54
1010945,2339,0,191,144608,35.00,-6.22,-6.59
1010967,3206,0,217,144403,35.00,-6.23,-6.56
1010989,3117,0,219,144216,35.00,-6.22,-6.59
1011357,2681,0,221,144026,34.09,-6.28,-6.56
1011398,653,0,228,143981,35.00,-6.25,-6.62
1011420,669,0,253,144104,35.00,-6.20,-6.58
1011442,1451,0,284,144195,35.00,-6.25,-6.52
1011464,2249,0,325,144126,35.00,-6.22,-6.59
1011486,2879,0,299,144127,35.00,-6.22,-6.57
1011508,3209,0,265,144232,35.00,-6.28,-6.62
1011530,3192,0,223,144205,35.00,-6.24,-6.58
1011552,2521,0,172,144243,35.00,-6.30,-6.56
1011574,1500,0,123,144282,35.00,-6.27,-6.59
1011596,793,0,99,144169,35.00,-6.27,-6.52
1011638,327,0,84,144206,35.00,-6.24,-6.57
1011660,344,0,82,144369,35.00,-6.50,-7.07
1011682,1443,0,127,144579,35.00,-5.91,-6.68
1011704,224,0,136,144798,35.00,-5.55,-5.98
1011726,2099,0,199,144584,35.00,-6.45,-6.72
1011748,3052,0,239,144727,35.00,-6.30,-6.61
1011770,1977,0,236,144367,35.00,-6.15,-6.49
1011792,1309,0,207,144644,35.00,-6.26,-6.65
1011814,697,0,190,144600,35.00,-6.22,-6.58
1011836,218,0,167,144514,35.00,-6.25,-6.58
1011858,377,0,157,144673,35.00,-6.24,-6.58
1011899,883,0,135,144664,35.00,-6.24,-6.57
1011921,991,0,110,144710,35.00,-6.24,-6.56
1011943,1806,0,138,144775,35.00,-6.20,-6.58
1011965,2799,0,180,144891,35.00,-6.25,-6.57
1011987,3881,0,223,144943,35.00,-6.25,-6.57
1012373,4018,0,229,145090,33.79,-6.26,-6.61
1012401,4095,0,61,148832,35.00,-6.52,-6.50
1012423,4095,0,59,148863,35.00,-6.25,-6.57
1012445,1693,0,21,148938,35.00,-6.21,-6.54
1012467,925,0,7,149051,35.00,-6.29,-6.43
1012489,1285,0,0,148936,35.00,-6.15,-6.62
1012511,4095,0,17,148592,35.00,-6.34,-6.30
1012533,4095,0,22,148390,35.00,-6.32,-6.66
1012555,3127,0,17,147959,35.00,-6.51,-6.36
1012577,4095,0,46,147734,35.00,-6.24,-6.48
1012599,4095,0,53,147519,35.00,-6.30,-6.44
1012641,4095,0,54,147144,35.00,-6.30,-6.54
1012663,4095,0,7,147262,35.00,-6.32,-6.53
1012685,4095,0,3,147012,35.00,-6.32,-6.49
1012707,4095,0,9,147040,35.00,-6.26,-6.49
1012729,4095,0,11,146806,35.00,-6.34,-6.49
1012751,4095,0,13,146414,35.00,-6.23,-6.52
1012773,0,0,0,146523,35.00,-6.28,-6.56
1012795,0,0,21,146486,35.00,-6.30,-6.50
1012817,0,0,30,146413,35.00,-6.24,-6.50
1012839,0,0,75,146572,35.00,-6.26,-6.51
1012881,0,0,90,147139,35.00,-6.30,-6.52
1012903,0,0,40,147182,35.00,-6.28,-6.53
1012925,0,0,42,147196,35.00,-6.27,-6.49
1012947,0,0,59,147204,35.00,-6.32,-6.48
1012969,0,0,95,147248,35.00,-6.25,-6.50
1012991,0,0,141,147294,35.00,-6.28,-6.51
1013388,0,0,165,147332,33.71,-6.30,-6.50
1013423,2950,0,379,147634,35.00,-6.32,-6.52
1013445,3603,0,349,147712,35.00,-6.26,-6.50
1013467,4095,0,361,147833,35.00,-6.28,-6.47
1013489,4095,0,343,147913,35.00,-6.25,-6.47
1013511,3941,0,332,147844,35.00,-6.31,-6.55
1013533,3755,0,331,147855,35.00,-6.20,-6.52
1013555,3399,0,313,147698,35.00,-6.20,-6.41
1013577,3231,0,298,147683,35.00,-6.28,-6.50
1013599,4095,0,311,147728,35.00,-6.25,-6.50
1013621,4095,0,309,147720,35.00,-6.29,-6.51
1013663,4095,0,301,147638,35.00,-6.32,-6.50
1013685,4095,0,300,147626,35.00,-6.32,-6.51
1013707,4095,0,303,147595,35.00,-6.27,-6.57
1013729,4095,0,297,147539,35.00,-6.31,-6.51
1013751,4095,0,298,147475,35.00,-6.25,-6.52
1013773,3628,0,285,147375,35.00,-6.27,-6.47
1013795,3015,0,275,147291,35.00,-6.25,-6.50
1013817,2745,0,268,147211,35.00,-6.32,-6.51
1013839,2971,0,267,147252,35.00,-6.25,-6.48
1013861,3404,0,279,147341,35.00,-6.26,-6.53
1013904,4029,0,279,147294,35.00,-6.27,-6.53
1013926,4095,0,283,147247,35.00,-6.28,-6.52
1013948,4088,0,285,147315,35.00,-6.25,-6.51
1013970,3513,0,281,147429,35.00,-6.28,-6.51
1013992,2905,0,263,147385,35.00,-6.29,-6.48
1014405,2283,0,247,147403,33.88,-6.28,-6.55
1014445,3047,0,247,147753,35.00,-6.31,-6.53
1014467,2827,0,245,147779,35.00,-6.26,-6.50
1014489,2674,0,244,147844,35.00,-6.27,-6.53
1014511,2149,0,228,147719,35.00,-6.29,-6.53
1014533,1491,0,205,147700,35.00,-6.28,-6.51
1014555,1135,0,203,147672,35.00,-6.27,-6.52
1014577,1241,0,201,147767,35.00,-6.29,-6.50
1014599,1387,0,191,147696,35.00,-6.22,-6.50
1014621,2069,0,213,147723,35.00,-6.24,-6.50
1014643,2059,0,217,147790,35.00,-6.23,-6.52
1014686,2489,0,231,147885,35.00,-6.34,-6.54
1014708,2482,0,231,147863,35.00,-6.27,-6.52
1014730,2332,0,229,147697,35.00,-6.27,-6.50
1014752,1669,0,209,147496,35.00,-6.24,-6.56
1014774,1645,0,209,146887,35.00,-6.30,-6.53
1014796,731,0,183,146776,35.00,-6.27,-6.50
1014818,955,0,183,147125,35.00,-6.28,-6.49
1014840,1566,0,200,147334,35.00,-6.23,-6.50
1014862,1829,0,201,147234,35.00,-6.27,-6.49
1014884,2431,0,218,147059,35.00,-6.27,-6.50
1014926,2707,0,229,147119,35.00,-6.27,-6.51
1014948,2600,0,221,146993,35.00,-6.30,-6.54
1014970,2027,0,215,146771,35.00,-6.28,-6.50
1014992,1610,0,202,146863,35.00,-6.30,-6.50
1015421,1210,0,185,147137,34.06,-6.28,-6.53
1015450,2335,0,210,147804,35.00,-6.28,-6.50
1015472,1507,0,197,147824,35.00,-6.22,-6.51
1015494,1127,0,175,147843,35.00,-6.28,-6.49
1015516,1031,0,171,147671,35.00,-6.24,-6.50
1015538,1139,0,182,147583,35.00,-6.25,-6.48
1015560,1507,0,189,147521,35.00,-6.23,-6.50
1015582,1928,0,200,147585,35.00,-6.27,-6.45
1015604,2452,0,217,147593,35.00,-6.27,-6.52
1015626,2615,0,222,147554,35.00,-6.29,-6.54
1015668,2611,0,221,147110,35.00,-6.24,-6.50
1015690,2174,0,207,147007,35.00,-6.25,-6.55
1015712,1609,0,191,147083,35.00,-6.22,-6.56
1015734,1181,0,185,147278,35.00,-6.32,-6.54
1015756,1149,0,175,147335,35.00,-6.26,-6.50
1015778,1361,0,174,147410,35.00,-6.27,-6.52
1015800,1661,0,183,147492,35.00,-6.27,-6.55
1015822,2235,0,189,147600,35.00,-6.27,-6.52
1015844,2501,0,205,147667,35.00,-6.26,-6.51
1015866,2854,0,217,147529,35.00,-6.23,-6.49
1015908,2634,0,215,147301,35.00,-6.29,-6.48
1015930,2165,0,213,147335,35.00,-6.32,-6.51
1015952,1613,0,191,147384,35.00,-6.30,-6.50
1015974,1271,0,183,147393,35.00,-6.25,-6.51
1015996,1045,0,169,147529,35.00,-6.26,-6.50
1016437,1371,0,178,147558,34.15,-6.26,-6.52
1016470,1671,0,180,147372,35.00,-6.30,-6.53
1016492,1639,0,183,147340,35.00,-6.26,-6.54
1016514,1183,0,175,147370,35.00,-6.28,-6.51
1016536,1111,0,169,147388,35.00,-6.25,-6.51
1016558,1417,0,174,147152,35.00,-6.31,-6.50
1016580,1705,0,179,147109,35.00,-6.29,-6.53
1016602,2099,0,191,147031,35.00,-6.30,-6.54
1016624,2361,0,199,147156,35.00,-6.31,-6.54
1016646,2525,0,215,147210,35.00,-6.27,-6.52
1016668,2355,0,211,147126,35.00,-6.22,-6.49
1016710,1941,0,201,147327,35.00,-6.33,-6.51
1016732,1431,0,183,147359,35.00,-6.27,-6.49
1016754,1067,0,171,147403,35.00,-6.26,-6.50
1016776,971,0,169,147413,35.00,-6.27,-6.52
1016798,1191,0,175,147503,35.00,-6.25,-6.50
1016820,1774,0,185,147555,35.00,-6.28,-6.52
1016842,2219,0,203,147542,35.00,-6.26,-6.46
1016864,2694,0,211,147636,35.00,-6.25,-6.48
1016886,2747,0,215,147581,35.00,-6.30,-6.50
1016908,2413,0,215,147541,35.00,-6.26,-6.48
1016930,2189,0,204,147602,35.00,-6.28,-6.48
1016971,1417,0,183,147388,35.00,-6.27,-6.56
1016993,1275,0,169,147316,35.00,-6.28,-6.54
1017707,1032,0,167,147291,34.00,-6.29,-6.50
1017733,2001,0,206,148376,35.00,-6.30,-6.50
1017755,1591,0,186,148371,35.00,-6.31,-6.50
1017777,1719,0,189,148365,35.00,-6.30,-6.49
