Timestamp,ECG,GSR,Gas,Pulse_IR,Temp_Max,Label
195761,1800,310761,156,93353,35.00,-7.36,-4.70
195783,2106,309097,168,93286,35.00,-7.39,-4.66
195805,2343,307817,173,93239,35.00,-7.41,-4.69
195827,2363,305833,165,93205,35.00,-7.37,-4.71
195849,2149,303049,155,93180,35.00,-7.37,-4.70
195891,1819,298889,143,93263,35.00,-7.39,-4.73
195913,1429,287281,127,93348,35.00,-7.45,-4.74
195935,1135,283985,127,93435,35.00,-7.35,-4.75
195957,1211,279057,140,93467,35.00,-7.29,-4.75
195979,1595,272545,153,93486,35.00,-7.39,-4.74
196402,1789,251742,155,93504,37.28,-7.40,-4.71
196433,2265,0,173,93324,35.00,-7.37,-4.82
196455,1337,0,125,93286,35.00,-7.41,-4.84
196477,1527,0,143,93214,35.00,-7.35,-4.84
196499,1709,0,151,93094,35.00,-7.41,-4.78
196521,2023,0,165,93065,35.00,-7.38,-4.79
196543,2207,0,166,93133,35.00,-7.40,-4.84
196565,2406,0,169,93227,35.00,-7.40,-4.79
196587,2329,0,164,93301,35.00,-7.39,-4.78
196609,1991,0,149,93359,35.00,-7.38,-4.77
196631,1679,0,137,93424,35.00,-7.38,-4.77
196673,1396,0,127,93725,35.00,-7.38,-4.78
196695,1267,0,134,93800,35.00,-7.41,-4.85
196717,1435,0,149,93831,35.00,-7.40,-4.78
196739,1701,0,155,93919,35.00,-7.33,-4.76
196761,2067,0,163,94002,35.00,-7.38,-4.80
196783,2283,0,169,94062,35.00,-7.41,-4.77
196805,2323,0,165,94075,35.00,-7.40,-4.76
196827,2259,0,155,94129,35.00,-7.40,-4.79
196849,1875,0,145,94191,35.00,-7.39,-4.77
196871,1519,0,133,94014,35.00,-7.37,-4.77
196893,1267,0,134,93475,35.00,-7.37,-4.78
196934,1356,0,137,92440,35.00,-7.37,-4.76
196956,1362,0,139,92562,35.00,-7.42,-4.79
196978,1613,0,149,92731,35.00,-7.38,-4.82
197419,2028,0,163,92909,36.70,-7.41,-4.78
197455,2423,357749,167,94191,35.00,-7.41,-4.74
197477,1562,391421,144,94226,35.00,-7.41,-4.80
197499,2059,405603,165,94273,35.00,-7.38,-4.78
197521,2357,411795,170,94332,35.00,-7.41,-4.79
197543,2407,415955,167,94388,35.00,-7.41,-4.78
197565,2476,423283,159,94394,35.00,-7.41,-4.79
197587,2215,427787,150,94023,35.00,-7.42,-4.78
197609,1657,433611,136,93373,35.00,-7.38,-4.79
197631,1372,438187,137,92812,35.00,-7.40,-4.80
197653,1485,438891,141,92525,35.00,-7.37,-4.78
197675,1437,439659,143,92481,35.00,-7.36,-4.79
197716,1717,438891,157,93009,35.00,-7.37,-4.75
197738,1805,437675,156,93211,35.00,-7.39,-4.75
197760,2227,442395,168,93329,35.00,-7.40,-4.81
197782,2315,444187,167,93425,35.00,-7.40,-4.78
197804,2348,443675,165,93514,35.00,-7.41,-4.76
197826,2135,442395,153,93533,35.00,-7.39,-4.76
197848,1753,442907,141,93471,35.00,-7.42,-4.76
197870,1372,442395,125,93408,35.00,-7.34,-4.72
197892,1357,438891,135,93347,35.00,-7.38,-4.74
197914,1437,438187,141,93332,35.00,-7.34,-4.74
197957,1528,438891,147,93492,35.00,-7.37,-4.75
197979,2103,436907,157,93537,35.00,-7.38,-4.75
198691,2296,438891,165,93600,37.11,-7.40,-4.72
198718,1608,489335,141,93312,35.00,-7.41,-4.81
198740,2361,488823,167,93393,35.00,-7.37,-4.80
198762,2567,493327,166,93492,35.00,-7.37,-4.81
198784,2246,496207,151,93561,35.00,-7.38,-4.82
198806,1910,496207,142,93595,35.00,-7.39,-4.79
198828,1523,496975,137,93649,35.00,-7.38,-4.81
198850,1383,497487,137,93637,35.00,-7.40,-4.83
198872,1384,495695,134,93653,35.00,-7.38,-4.80
198894,1619,494223,149,93735,35.00,-7.36,-4.78
198916,1992,494223,155,93784,35.00,-7.39,-4.80
198938,2303,492815,165,93803,35.00,-7.37,-4.77
198979,2413,487543,167,93897,35.00,-7.41,-4.77
199709,2445,479319,159,93974,36.87,-7.37,-4.79
199741,1350,305321,137,92480,35.00,-7.35,-4.70
199763,1820,290225,137,92062,35.00,-7.41,-4.78
199785,1811,274337,141,91862,35.00,-7.38,-4.78
199807,1406,268993,126,91844,35.00,-7.35,-4.78
199829,1315,266817,133,91971,35.00,-7.40,-4.77
199851,1452,255294,137,92177,35.00,-7.36,-4.80
199873,1828,236238,153,92396,35.00,-7.37,-4.71
199895,2135,205350,165,92531,35.00,-7.38,-4.75
199917,2311,172586,169,92673,35.00,-7.38,-4.73
199939,2447,158386,165,92837,35.00,-7.40,-4.75
199982,2285,144738,157,92869,35.00,-7.39,-4.75
200727,1836,124732,135,92839,37.48,-7.40,-4.74
200764,1353,0,133,93131,35.00,-7.36,-4.79
200786,1476,0,133,93221,35.00,-7.41,-4.76
200808,1337,0,137,93358,35.00,-7.35,-4.77
200830,1669,0,151,93474,35.00,-7.36,-4.75
200852,1763,0,151,93537,35.00,-7.39,-4.77
200874,2091,0,166,93560,35.00,-7.37,-4.78
200896,2403,0,169,93648,35.00,-7.39,-4.78
200918,2359,0,165,93750,35.00,-7.40,-4.77
200940,2075,0,154,93813,35.00,-7.41,-4.76
200962,1759,0,142,93830,35.00,-7.37,-4.78
201745,1517,0,135,93950,36.88,-7.36,-4.78
201786,1359,294897,133,92559,35.00,-7.40,-4.86
201808,1352,300361,135,92216,35.00,-7.31,-4.84
201830,1693,303145,152,92099,35.00,-7.39,-4.81
201852,1978,300361,159,92174,35.00,-7.36,-4.81
201874,2267,292721,165,92372,35.00,-7.44,-4.86
201896,2003,290225,159,92572,35.00,-7.34,-4.85
201918,2313,294385,157,92763,35.00,-7.39,-4.80
201940,1907,300873,141,92919,35.00,-7.38,-4.84
201962,1483,303657,135,93063,35.00,-7.40,-4.78
201984,1267,303049,137,93164,35.00,-7.36,-4.81
202508,1195,300361,133,93234,36.48,-7.40,-4.82
202548,2007,331845,158,92034,35.00,-7.39,-4.85
202570,1897,325881,156,92146,35.00,-7.39,-4.80
202592,2223,325497,169,92289,35.00,-7.36,-4.83
202614,2277,323513,167,92489,35.00,-7.39,-4.80
202636,2378,323001,159,92727,35.00,-7.41,-4.85
202658,2056,321337,151,92904,35.00,-7.37,-4.82
202680,1653,317657,139,93058,35.00,-7.41,-4.81
202702,1463,317657,133,93169,35.00,-7.37,-4.80
202724,1285,319545,135,93213,35.00,-7.38,-4.79
202746,1507,321337,146,93142,35.00,-7.40,-4.81
202789,1640,327673,150,93149,35.00,-7.39,-4.81
202811,2237,324985,167,93095,35.00,-7.34,-4.84
202833,2439,321337,168,93113,35.00,-7.39,-4.81
202855,2397,317273,163,93202,35.00,-7.38,-4.78
202877,2074,314777,151,93261,35.00,-7.38,-4.82
202899,1817,313113,141,93317,35.00,-7.39,-4.82
202921,1571,311321,138,93342,35.00,-7.38,-4.83
202943,1325,309993,133,93387,35.00,-7.40,-4.83
202965,1397,307817,140,93428,35.00,-7.34,-4.78
202987,1542,304425,151,93450,35.00,-7.40,-4.83
203029,1883,304425,158,93501,35.00,-7.33,-4.84
203051,2141,302537,165,93489,35.00,-7.35,-4.81
203073,2303,302537,167,93508,35.00,-7.41,-4.78
203095,2301,301257,157,93549,35.00,-7.37,-4.80
203117,2075,294897,151,93586,35.00,-7.39,-4.80
203139,1669,290929,139,93569,35.00,-7.40,-4.81
203161,1335,290225,133,93355,35.00,-7.36,-4.81
203183,1277,290225,136,92866,35.00,-7.35,-4.83
203205,1402,290737,138,92383,35.00,-7.39,-4.78
203227,1662,290737,153,92055,35.00,-7.37,-4.83
203249,1915,293617,159,91949,35.00,-7.36,-4.80
203290,2324,298377,171,92523,35.00,-7.38,-4.85
203312,2376,303049,167,92739,35.00,-7.38,-4.83
